PLAYER,TEAM,YEAR,GP,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV
Stephen Jackson,ATL,2003,80,36.8,18.1,6.7,15.8,1.8,5.3,2.9,3.7,1.2,3.4,3.1,1.8,0.3,2.8
Rashard Lewis,SEA,2003,80,36.7,17.8,6.7,15.4,1.8,4.8,2.6,3.4,1.7,4.8,2.2,1.2,0.7,1.7
Pau Gasol,MEM,2003,78,31.5,17.7,6.5,13.4,0.1,0.2,4.7,6.6,2.6,5.1,2.5,0.6,1.7,2.4
Richard Hamilton,DET,2003,78,35.6,17.6,6.8,14.9,0.2,0.9,3.8,4.4,1.0,2.6,4.0,1.3,0.2,2.7
Yao Ming,HOU,2003,82,32.8,17.5,6.5,12.5,0.0,0.0,4.4,5.4,2.4,6.6,1.5,0.3,1.9,2.5
Eddie Jones,MIA,2003,81,37.0,17.3,5.8,14.3,2.2,5.9,3.4,4.1,0.5,3.3,3.2,1.1,0.4,1.6
Jamal Crawford,CHI,2003,80,35.1,17.3,6.4,16.5,2.1,6.5,2.5,3.0,0.6,3.0,5.1,1.4,0.4,2.4
Lamar Odom,MIA,2003,80,37.5,17.1,6.1,14.1,0.8,2.6,4.3,5.7,2.0,7.7,4.1,1.1,0.9,3.0
Juwan Howard,ORL,2003,81,35.5,17.0,6.5,14.4,0.0,0.0,3.9,4.9,2.1,4.9,2.0,0.7,0.3,2.2
Chauncey Billups,DET,2003,78,35.4,16.9,5.0,12.8,1.7,4.3,5.2,5.9,0.4,3.1,5.7,1.1,0.1,2.4
Jason Terry,ATL,2003,81,37.2,16.8,6.2,14.8,1.8,5.2,2.7,3.2,0.6,3.5,5.4,1.5,0.2,2.8
Latrell Sprewell,MIN,2003,82,37.8,16.8,6.3,15.4,1.2,3.6,2.9,3.6,0.7,3.1,3.5,1.1,0.3,1.9
Joe Johnson,PHX,2003,82,40.6,16.7,6.8,15.7,1.0,3.3,2.1,2.8,1.0,3.7,4.4,1.1,0.3,2.4
Steve Francis,HOU,2003,79,40.4,16.6,5.7,14.1,0.9,3.2,4.3,5.5,1.5,4.0,6.2,1.8,0.4,3.7
Andrei Kirilenko,UTA,2003,78,37.1,16.5,5.3,11.9,0.9,2.6,5.0,6.4,2.9,5.2,3.1,1.9,2.8,2.8
Shareef Abdur-Rahim,POR,2003,85,31.6,16.3,5.9,12.4,0.1,0.4,4.4,5.0,2.2,5.3,2.0,0.8,0.4,2.2
Keith Van Horn,MIL,2003,72,32.6,16.1,5.7,12.5,1.3,3.2,3.5,4.0,2.1,4.9,1.7,0.9,0.5,2.3
Cuttino Mobley,HOU,2003,80,40.4,15.8,5.8,13.5,2.1,5.3,2.2,2.7,0.5,4.0,3.2,1.3,0.4,2.3
Carlos Boozer,CLE,2003,75,34.6,15.5,6.3,12.0,0.0,0.1,2.9,3.8,3.1,8.4,2.0,1.0,0.7,1.8
Zydrunas Ilgauskas,CLE,2003,81,31.3,15.3,5.8,11.9,0.0,0.1,3.7,5.0,3.4,4.6,1.3,0.5,2.5,2.0
Andre Miller,DEN,2003,82,34.6,14.8,5.2,11.5,0.1,0.8,4.2,5.0,1.5,2.9,6.1,1.7,0.3,2.6
Antawn Jamison,DAL,2003,82,29.0,14.8,6.0,11.1,0.2,0.5,2.7,3.6,2.8,3.5,0.9,1.0,0.4,1.0
Donyell Marshall,TOR,2003,82,36.4,14.7,5.7,12.4,1.6,4.0,1.6,2.2,2.6,7.3,1.5,1.1,1.5,1.4
Eddy Curry,CHI,2003,73,29.5,14.7,5.7,11.5,0.0,0.0,3.2,4.8,2.0,4.2,0.9,0.3,1.1,2.4
Tony Parker,SAS,2003,75,34.4,14.7,5.6,12.6,0.8,2.7,2.5,3.6,0.6,2.6,5.5,0.8,0.1,2.4
Gary Payton,LAL,2003,82,34.5,14.6,5.9,12.5,0.7,2.0,2.2,3.1,0.9,3.3,5.5,1.2,0.2,1.8
Steve Nash,DAL,2003,78,33.5,14.5,5.1,10.8,1.3,3.3,2.9,3.2,0.8,2.2,8.8,0.9,0.1,2.7
Ricky Davis,BOS,2003,79,31.3,14.4,5.6,12.0,0.7,1.8,2.5,3.5,1.0,3.6,3.3,1.2,0.3,2.4
Desmond Mason,MIL,2003,82,30.9,14.4,5.0,10.6,0.1,0.5,4.3,5.6,1.1,3.2,1.9,0.7,0.3,1.8
Voshon Lenard,DEN,2003,73,30.6,14.2,5.4,12.8,1.5,4.0,2.0,2.5,0.6,2.1,2.1,0.8,0.2,1.4
Brad Miller,SAC,2003,72,36.4,14.1,5.2,10.2,0.2,0.5,3.6,4.6,2.7,7.7,4.3,0.9,1.2,2.0
Antoine Walker,DAL,2003,82,34.6,14.0,5.9,13.8,1.0,3.7,1.3,2.3,2.4,5.9,4.5,0.8,0.8,2.5
James Posey,MEM,2003,82,29.9,13.7,4.5,9.4,1.4,3.5,3.4,4.1,1.1,3.8,1.5,1.7,0.5,1.4
Jamaal Magloire,NOH,2003,82,33.9,13.6,4.7,9.9,0.0,0.0,4.3,5.7,3.3,7.1,1.0,0.5,1.2,2.5
Kenny Thomas,PHI,2003,74,36.5,13.6,5.1,11.0,0.0,0.1,3.3,4.4,3.5,6.6,1.5,1.1,0.4,2.3
Damon Stoudamire,POR,2003,82,38.0,13.4,5.0,12.4,1.9,5.2,1.5,1.8,0.6,3.1,6.1,1.2,0.1,2.2
Al Harrington,IND,2003,79,30.9,13.3,5.3,11.5,0.3,1.0,2.3,3.2,2.1,4.4,1.7,1.0,0.3,2.1
Kerry Kittles,NJN,2003,82,34.7,13.1,5.3,11.7,1.2,3.4,1.3,1.7,0.7,3.3,2.5,1.5,0.5,1.2
Jim Jackson,HOU,2003,80,39.0,12.9,4.8,11.3,2.0,5.1,1.3,1.6,0.7,5.4,2.8,1.1,0.3,2.2
Manu Ginobili,SAS,2003,77,29.3,12.8,4.3,10.2,1.1,3.2,3.1,3.9,1.1,3.4,3.8,1.8,0.2,2.1
Carlos Arroyo,UTA,2003,71,28.3,12.6,4.8,10.8,0.5,1.6,2.5,3.2,0.6,2.0,5.0,0.9,0.1,2.2
Flip Murray,SEA,2003,82,24.6,12.4,4.7,11.2,0.8,2.8,2.0,2.9,0.5,1.9,2.5,1.0,0.3,1.8
Erick Dampier,GSW,2003,74,32.5,12.3,4.7,8.8,0.0,0.0,2.9,4.5,4.6,7.3,0.8,0.4,1.9,1.8
Bonzi Wells,MEM,2003,72,26.0,12.3,5.0,11.8,0.3,1.0,1.9,2.5,1.1,2.5,1.9,1.3,0.3,2.2
Kirk Hinrich,CHI,2003,76,35.6,12.0,4.2,10.8,1.9,4.9,1.8,2.2,0.6,2.9,6.8,1.3,0.3,2.7
Vladimir Radmanovic,SEA,2003,77,30.1,12.0,4.5,10.5,1.8,4.9,1.2,1.6,1.4,3.9,1.8,1.0,0.5,1.4
Jeff McInnis,CLE,2003,70,33.8,11.8,4.8,10.7,0.7,1.8,1.6,2.0,0.5,2.0,6.1,1.0,0.1,1.7
Clifford Robinson,GSW,2003,82,34.7,11.8,4.5,11.5,1.4,3.8,1.5,2.1,0.7,3.3,3.3,0.8,0.9,2.1
Nene,DEN,2003,77,32.5,11.8,4.3,8.2,0.0,0.0,3.1,4.6,2.0,4.5,2.2,1.5,0.5,2.4
Mike Dunleavy,GSW,2003,75,31.2,11.7,4.3,9.6,1.3,3.4,1.8,2.5,1.2,4.7,2.9,0.9,0.2,1.9
Drew Gooden,ORL,2003,79,27.0,11.6,4.7,10.5,0.1,0.5,2.1,3.3,2.0,4.5,1.1,0.8,0.9,1.6
Maurice Taylor,HOU,2003,75,27.8,11.5,4.9,10.2,0.0,0.0,1.7,2.3,1.7,3.4,1.4,0.6,0.6,2.0
Chris Bosh,TOR,2003,75,33.5,11.5,4.4,9.5,0.1,0.2,2.7,3.8,2.5,4.9,1.0,0.8,1.4,1.4
DeShawn Stevenson,ORL,2003,80,30.6,11.4,4.7,10.9,0.2,0.9,1.7,2.6,1.0,2.7,2.0,0.7,0.2,1.5
Gordan Giricek,UTA,2003,73,28.0,11.3,4.3,9.9,0.8,2.1,1.8,2.2,0.7,2.4,1.7,0.8,0.2,1.4
Raja Bell,UTA,2003,82,24.6,11.2,4.0,9.8,0.8,2.0,2.4,3.0,0.7,2.2,1.3,0.8,0.2,1.4
Kurt Thomas,NYK,2003,80,31.9,11.1,4.9,10.4,0.0,0.0,1.3,1.6,1.8,6.5,1.9,0.7,1.0,1.7
Joe Smith,MIL,2003,76,29.7,10.9,4.1,9.3,0.0,0.1,2.7,3.2,3.0,5.4,1.0,0.6,1.2,1.1
Darius Miles,POR,2003,79,26.3,10.9,4.6,9.5,0.1,0.5,1.6,2.4,1.4,3.1,2.1,0.8,0.8,1.6
Kwame Brown,WAS,2003,74,30.2,10.9,3.9,8.0,0.0,0.0,3.1,4.5,2.4,5.0,1.5,0.9,0.7,1.9
Jason Williams,MEM,2003,72,29.4,10.9,4.0,9.9,1.7,5.1,1.1,1.4,0.3,1.7,6.8,1.3,0.1,1.9
Darrell Armstrong,NOH,2003,79,28.4,10.6,3.7,9.3,1.7,5.4,1.6,1.8,0.8,2.1,3.9,1.7,0.2,2.0
Tyronn Lue,ORL,2003,76,30.7,10.5,4.1,9.4,1.1,2.8,1.3,1.7,0.3,2.1,4.2,0.8,0.1,1.6
P.J. Brown,NOH,2003,80,34.4,10.5,4.2,8.9,0.0,0.0,2.0,2.3,3.0,5.7,1.9,1.0,0.9,1.3
Eric Snow,PHI,2003,82,36.2,10.3,3.6,8.7,0.0,0.2,3.1,3.9,0.8,2.7,6.9,1.2,0.1,2.3
Mark Blount,BOS,2003,82,29.3,10.3,4.2,7.4,0.0,0.0,1.9,2.7,2.5,4.7,0.9,1.0,1.3,1.8
Tayshaun Prince,DET,2003,82,33.0,10.3,4.1,8.8,0.7,1.9,1.3,1.7,1.1,3.6,2.3,0.8,0.8,1.5
Earl Boykins,DEN,2003,82,22.5,10.2,3.9,9.3,0.7,2.1,1.7,2.0,0.5,1.2,3.6,0.6,0.0,1.2
Rafer Alston,MIA,2003,82,31.5,10.2,3.5,9.3,2.0,5.3,1.3,1.6,0.3,2.4,4.5,1.4,0.2,1.6
Doug Christie,SAC,2003,82,33.9,10.1,3.9,8.4,0.6,1.7,1.8,2.1,0.8,3.2,4.2,1.8,0.5,1.9
Eric Williams,CLE,2003,71,26.5,10.0,3.3,8.4,0.5,1.8,3.0,4.0,0.9,3.1,1.7,1.0,0.1,1.2
Reggie Miller,IND,2003,80,28.2,10.0,3.3,7.4,1.7,4.2,1.8,2.1,0.2,2.1,3.1,0.8,0.1,0.9
Vlade Divac,SAC,2003,81,28.6,9.9,3.9,8.2,0.0,0.2,2.1,3.2,1.7,4.0,5.3,0.7,1.0,2.1
Brian Cardinal,GSW,2003,76,21.5,9.6,2.9,6.1,0.7,1.6,3.1,3.6,1.3,2.9,1.4,0.9,0.3,1.1
Jarvis Hayes,WAS,2003,70,29.2,9.6,4.0,9.9,0.6,1.9,1.1,1.4,1.0,2.8,1.5,1.0,0.2,1.6
Mehmet Okur,DET,2003,71,22.3,9.6,3.5,7.6,0.3,0.7,2.3,2.9,2.3,3.7,1.0,0.5,0.9,1.4
Ben Wallace,DET,2003,81,37.7,9.5,3.9,9.2,0.0,0.1,1.8,3.6,4.0,8.4,1.7,1.8,3.0,1.5
Corliss Williamson,DET,2003,79,19.9,9.5,3.8,7.6,0.0,0.0,1.8,2.5,1.1,2.1,0.7,0.4,0.3,1.4
Stromile Swift,MEM,2003,77,19.8,9.4,3.5,7.4,0.0,0.1,2.5,3.4,1.8,3.1,0.5,0.7,1.5,1.1
Juan Dixon,WAS,2003,71,20.8,9.4,3.5,9.0,0.8,2.8,1.6,2.0,0.4,1.7,1.9,1.2,0.1,1.5
Mike James,DET,2003,81,27.1,9.3,3.4,8.1,1.3,3.5,1.3,1.6,0.3,2.5,4.2,1.2,0.0,1.5
Hedo Turkoglu,SAS,2003,80,25.9,9.2,3.3,8.1,1.3,3.0,1.4,2.0,0.7,3.8,1.9,1.0,0.4,1.2
Jiri Welsch,BOS,2003,81,26.9,9.2,3.2,7.6,0.9,2.2,1.9,2.5,0.7,2.9,2.3,1.2,0.1,1.6
Anfernee Hardaway,NYK,2003,76,27.5,9.2,3.7,8.9,0.4,1.0,1.5,1.8,0.9,2.9,2.3,0.9,0.3,1.4
Aaron McKie,PHI,2003,75,28.2,9.2,3.5,7.7,1.0,2.3,1.1,1.5,0.6,2.8,2.6,1.1,0.3,1.4
Etan Thomas,WAS,2003,79,24.1,8.9,3.3,6.7,0.0,0.0,2.4,3.7,2.3,4.4,0.9,0.5,1.6,1.4
Antonio Davis,CHI,2003,80,32.2,8.9,3.3,8.3,0.0,0.0,2.2,2.9,2.6,5.8,1.7,0.5,0.8,1.4
Brian Grant,MIA,2003,76,30.3,8.7,3.8,8.1,0.0,0.0,1.1,1.4,2.3,4.6,0.9,0.7,0.5,1.1
Rasho Nesterovic,SAS,2003,82,28.7,8.7,4.0,8.5,0.0,0.0,0.7,1.4,3.1,4.6,1.4,0.6,2.0,1.3
Marcus Camby,DEN,2003,72,30.0,8.6,3.6,7.6,0.0,0.0,1.4,1.9,2.9,7.2,1.8,1.2,2.6,1.4
Shane Battier,MEM,2003,79,24.6,8.5,3.1,6.9,0.8,2.4,1.5,2.1,1.3,2.5,1.3,1.3,0.7,0.7
Toni Kukoc,MIL,2003,73,20.8,8.4,2.9,6.9,0.7,2.3,2.0,2.7,0.8,2.9,2.7,0.8,0.3,1.5
Morris Peterson,TOR,2003,82,26.2,8.3,2.9,7.2,1.5,4.1,0.9,1.1,0.4,2.8,1.4,1.1,0.2,0.8
Antonio Daniels,SEA,2003,71,21.4,8.0,2.6,5.6,0.6,1.6,2.2,2.6,0.3,1.7,4.2,0.6,0.1,0.9
Samuel Dalembert,PHI,2003,82,26.8,8.0,3.3,6.1,0.0,0.0,1.4,2.1,2.4,5.3,0.3,0.5,2.3,1.0
Shandon Anderson,NYK,2003,80,24.7,7.9,3.0,7.1,0.5,1.6,1.5,2.0,0.7,2.1,1.5,0.9,0.2,1.5
Theo Ratliff,POR,2003,85,12.0,7.9,3.1,6.5,0.0,0.0,1.6,2.6,2.3,4.9,0.8,0.6,3.6,1.4
Leandro Barbosa,PHX,2003,70,21.4,7.9,3.0,6.7,1.2,3.0,0.7,0.9,0.3,1.4,2.4,1.3,0.1,1.7
Walter McCarty,BOS,2003,77,24.7,7.9,2.6,6.8,1.8,4.8,0.8,1.1,0.4,2.7,1.6,0.9,0.3,1.2
Calbert Cheaney,GSW,2003,79,26.2,7.6,3.5,7.3,0.0,0.1,0.6,1.0,1.0,2.3,1.7,0.8,0.2,1.1
Rodney White,DEN,2003,72,13.7,7.5,3.0,6.5,0.5,1.2,1.1,1.4,0.6,1.7,0.8,0.4,0.3,1.1
Bob Sura,ATL,2003,80,20.8,7.5,2.5,6.1,0.3,1.0,2.1,2.8,1.3,2.8,2.9,0.8,0.2,1.3
Nazr Mohammed,NYK,2003,80,20.1,7.4,3.1,5.9,0.0,0.0,1.3,2.1,2.2,3.7,0.5,0.7,0.7,1.2
Devean George,LAL,2003,82,23.8,7.4,2.8,7.0,0.8,2.3,0.9,1.2,1.1,3.0,1.4,1.0,0.5,1.1
Udonis Haslem,MIA,2003,75,24.0,7.3,2.7,6.0,0.0,0.0,1.9,2.4,2.5,3.8,0.7,0.4,0.3,1.0
Derek Fisher,LAL,2003,82,21.5,7.1,2.5,7.0,0.6,2.2,1.5,1.9,0.4,1.5,2.3,1.3,0.0,1.0
Damon Jones,MIL,2003,82,24.6,7.0,2.6,6.4,1.2,3.3,0.7,0.9,0.2,1.9,5.8,0.4,0.0,1.3
Raul Lopez,UTA,2003,82,19.7,7.0,2.7,6.3,0.3,1.0,1.2,1.4,0.3,1.6,3.7,0.8,0.0,2.1
Brendan Haywood,WAS,2003,77,19.3,7.0,2.6,5.0,0.0,0.0,1.8,3.0,2.4,2.6,0.6,0.4,1.3,1.0
Ruben Patterson,POR,2003,73,22.6,6.9,2.7,5.4,0.0,0.2,1.4,2.6,1.8,1.9,1.9,1.2,0.3,1.4
Bruce Bowen,SAS,2003,82,32.0,6.9,2.6,6.1,0.9,2.6,0.8,1.4,0.5,2.5,1.4,1.0,0.4,1.1
Keith Bogans,ORL,2003,73,24.5,6.8,2.5,6.2,0.9,2.6,0.9,1.4,1.5,2.9,1.3,0.6,0.1,1.0
Greg Ostertag,UTA,2003,78,27.6,6.8,2.7,5.6,0.0,0.0,1.4,2.5,2.8,4.6,1.6,0.4,1.8,1.3
Fred Hoiberg,MIN,2003,79,22.8,6.7,2.3,4.8,1.0,2.2,1.2,1.5,0.3,3.1,1.4,0.8,0.1,0.6
Kareem Rush,LAL,2003,72,17.3,6.4,2.6,6.0,0.7,1.9,0.4,0.7,0.3,1.1,0.8,0.5,0.3,0.7
Chris Mihm,BOS,2003,76,17.5,6.3,2.4,5.0,0.0,0.0,1.4,2.2,2.1,3.4,0.3,0.5,0.8,1.2
Aaron Williams,NJN,2003,72,18.6,6.3,2.4,4.8,0.0,0.0,1.5,2.2,1.4,2.7,1.1,0.5,0.6,1.2
Anthony Johnson,IND,2003,73,21.9,6.2,2.3,5.6,0.6,1.7,1.0,1.3,0.4,1.4,2.8,0.9,0.1,1.0
Chris Kaman,LAC,2003,82,22.5,6.1,2.4,5.3,0.0,0.0,1.2,1.7,1.5,4.1,1.0,0.3,0.9,1.9
Jeff Foster,IND,2003,82,23.8,6.1,2.4,4.4,0.0,0.0,1.3,1.9,3.0,4.4,0.8,0.9,0.3,0.7
Casey Jacobsen,PHX,2003,78,23.4,6.0,1.9,4.6,1.0,2.3,1.2,1.4,0.5,2.0,1.3,0.6,0.1,0.9
Charlie Ward,SAS,2003,71,17.6,6.0,2.3,5.5,1.2,2.9,0.3,0.4,0.2,1.9,3.0,0.9,0.2,1.4
Jarron Collins,UTA,2003,81,21.4,6.0,1.8,3.6,0.0,0.0,2.3,3.2,1.4,2.5,1.0,0.3,0.2,1.0
Marcus Banks,BOS,2003,81,17.1,5.9,2.2,5.5,0.3,1.1,1.2,1.6,0.4,1.3,2.2,1.1,0.2,1.5
Jason Collins,NJN,2003,78,28.5,5.9,2.1,4.9,0.0,0.0,1.7,2.4,1.8,3.3,2.0,0.9,0.7,1.2
Steve Blake,WAS,2003,75,18.5,5.9,2.1,5.4,1.0,2.7,0.7,0.9,0.2,1.3,2.8,0.8,0.1,1.7
John Salmons,PHI,2003,77,20.8,5.8,2.1,5.4,0.6,1.9,0.9,1.2,0.5,2.1,1.7,0.8,0.2,1.0
Anthony Peeler,SAC,2003,75,18.5,5.7,2.1,4.6,0.9,1.9,0.7,0.8,0.4,1.6,1.6,0.7,0.1,1.0
Jared Jeffries,WAS,2003,82,23.4,5.7,2.2,5.7,0.1,0.4,1.3,2.1,2.2,3.0,1.1,0.6,0.3,1.3
Earl Watson,MEM,2003,81,20.6,5.7,2.1,5.7,0.3,1.3,1.1,1.7,0.6,1.6,5.0,1.1,0.2,1.8
Dan Gadzuric,MIL,2003,75,16.8,5.7,2.4,4.7,0.0,0.0,0.8,1.6,1.7,2.9,0.4,0.7,1.4,0.6
Tony Battie,CLE,2003,73,20.2,5.6,2.3,5.3,0.0,0.1,0.9,1.2,1.6,3.3,0.8,0.4,0.9,0.9
Robert Traylor,NOH,2003,71,13.3,5.1,2.0,4.0,0.0,0.1,1.0,1.8,1.5,2.2,0.6,0.5,0.5,0.9
Steven Smith,NOH,2003,71,13.1,5.0,1.7,4.1,0.6,1.5,1.1,1.2,0.4,0.8,0.8,0.2,0.1,0.6
Austin Croshere,IND,2003,77,13.7,5.0,1.5,4.0,0.7,1.9,1.2,1.4,0.8,2.4,0.7,0.3,0.2,0.7
Trenton Hassell,MIN,2003,81,28.0,5.0,2.2,4.7,0.0,0.2,0.6,0.8,0.8,2.3,1.6,0.4,0.7,0.6
Fred Jones,IND,2003,81,18.6,4.9,1.5,3.8,0.3,1.1,1.5,1.8,0.3,1.2,2.1,0.8,0.2,0.9
Calvin Booth,SEA,2003,71,17.0,4.9,1.9,4.1,0.0,0.0,1.1,1.3,1.2,2.7,0.4,0.2,1.4,0.6
Robert Horry,SAS,2003,81,15.9,4.8,1.7,4.3,0.5,1.3,0.9,1.3,1.3,2.0,1.2,0.6,0.6,0.7
Sasha Pavlovic,UTA,2003,79,14.5,4.8,1.9,4.8,0.2,0.9,0.8,1.1,0.6,1.5,0.8,0.5,0.2,0.8
George Lynch,NOH,2003,78,21.8,4.8,1.9,4.8,0.6,1.8,0.4,0.7,1.2,2.8,1.5,0.6,0.2,0.8
Bo Outlaw,MEM,2003,82,19.6,4.6,1.9,3.8,0.0,0.0,0.7,1.4,1.5,2.6,1.1,0.9,0.9,0.8
Darius Songaila,SAC,2003,73,13.4,4.6,1.8,3.7,0.0,0.0,1.0,1.2,1.2,1.8,0.7,0.6,0.2,0.6
Michael Doleac,DEN,2003,72,14.2,4.5,1.9,4.5,0.0,0.0,0.6,0.7,1.2,2.5,0.6,0.3,0.5,0.7
Boris Diaw,ATL,2003,76,25.3,4.5,1.8,4.1,0.1,0.3,0.7,1.2,1.5,3.0,2.4,0.8,0.5,1.7
Kyle Korver,PHI,2003,74,11.9,4.5,1.6,4.4,1.1,2.8,0.3,0.3,0.4,1.1,0.5,0.3,0.1,0.6
Dale Davis,POR,2003,76,22.1,4.4,1.8,3.7,0.0,0.0,0.9,1.4,2.1,3.2,0.9,0.6,0.8,0.5
Kevin Ollie,CLE,2003,82,17.1,4.2,1.2,3.1,0.0,0.1,1.8,2.1,0.3,1.8,2.9,0.6,0.1,1.0
Bryon Russell,LAL,2003,72,13.1,4.0,1.4,3.4,0.6,1.6,0.7,0.9,0.4,1.6,1.0,0.4,0.2,0.5
David West,NOH,2003,71,13.1,3.8,1.5,3.2,0.0,0.0,0.8,1.1,1.6,2.5,0.8,0.4,0.4,0.7
Jacque Vaughn,ATL,2003,71,18.0,3.8,1.5,3.9,0.0,0.3,0.7,1.0,0.2,1.5,2.7,0.6,0.0,1.2
Mark Madsen,MIN,2003,72,17.3,3.6,1.4,2.8,0.0,0.1,0.8,1.6,1.9,1.9,0.4,0.5,0.3,0.7
Chris Andersen,DEN,2003,71,14.5,3.4,1.3,2.9,0.0,0.0,0.9,1.5,1.3,2.9,0.5,0.5,1.6,0.7
Andrew DeClercq,ORL,2003,71,17.0,3.2,1.3,2.7,0.0,0.0,0.6,0.8,1.8,2.6,0.6,0.7,0.5,0.8
Michael Curry,TOR,2003,70,17.5,2.9,1.1,2.8,0.0,0.2,0.7,0.8,0.3,0.9,0.8,0.3,0.1,0.7
Reggie Evans,SEA,2003,75,17.1,2.9,0.9,2.2,0.0,0.0,1.1,2.0,2.1,3.4,0.4,0.7,0.1,0.9
Luke Walton,LAL,2003,72,10.1,2.4,0.9,2.1,0.2,0.5,0.4,0.6,0.5,1.2,1.6,0.4,0.1,0.6
Allen Iverson,PHI,2004,75,42.3,30.7,10.3,24.2,1.4,4.5,8.7,10.5,0.7,3.3,7.9,2.4,0.1,4.6
Kobe Bryant,LAL,2004,66,40.7,27.6,8.7,20.1,2.0,5.9,8.2,10.1,1.4,4.5,6.0,1.3,0.8,4.1
LeBron James,CLE,2004,80,42.4,27.2,9.9,21.1,1.4,3.9,6.0,8.0,1.4,6.0,7.2,2.2,0.7,3.3
Dirk Nowitzki,DAL,2004,78,38.7,26.1,8.5,18.5,1.2,2.9,7.9,9.1,1.2,8.5,3.1,1.2,1.5,2.3
Amar'e Stoudemire,PHX,2004,80,36.1,26.0,9.3,16.7,0.0,0.2,7.3,9.9,2.7,6.2,1.6,1.0,1.6,2.4
Tracy McGrady,HOU,2004,78,40.8,25.7,9.2,21.3,1.8,5.6,5.5,7.1,0.9,5.3,5.7,1.7,0.7,2.6
Gilbert Arenas,WAS,2004,80,40.9,25.5,8.2,19.0,2.6,7.0,6.5,8.0,1.0,3.7,5.1,1.7,0.3,3.0
Vince Carter,NJN,2004,77,36.7,24.5,9.0,20.0,1.6,4.1,4.8,6.0,1.4,3.8,4.2,1.4,0.6,2.2
Dwyane Wade,MIA,2004,77,38.6,24.1,8.2,17.1,0.2,0.6,7.5,9.9,1.4,3.7,6.8,1.6,1.1,4.2
Ray Allen,SEA,2004,78,39.3,23.9,8.2,19.2,2.7,7.1,4.8,5.5,1.0,3.4,3.7,1.1,0.1,2.2
Michael Redd,MIL,2004,75,38.0,23.0,8.3,18.9,1.4,3.9,4.9,5.8,1.0,3.2,2.3,0.8,0.1,1.8
Shaquille O'Neal,MIA,2004,73,34.1,22.9,9.0,15.0,0.0,0.0,4.8,10.5,3.5,6.9,2.7,0.5,2.3,2.8
Corey Maggette,LAC,2004,66,36.9,22.2,6.4,14.9,0.8,2.5,8.5,10.0,1.1,4.9,3.4,1.1,0.1,3.0
Kevin Garnett,MIN,2004,82,38.1,22.2,8.3,16.6,0.1,0.3,5.4,6.7,3.0,10.5,5.7,1.5,1.4,2.7
Stephon Marbury,NYK,2004,82,40.0,21.7,7.4,16.0,1.4,4.0,5.6,6.7,0.6,2.4,8.1,1.5,0.1,2.8
Jason Richardson,GSW,2004,72,37.8,21.7,8.5,19.0,1.7,5.1,3.0,4.3,1.7,4.2,3.9,1.5,0.4,2.3
Paul Pierce,BOS,2004,82,36.1,21.6,6.8,14.9,1.3,3.6,6.7,8.1,1.0,5.6,4.2,1.6,0.5,2.8
Steve Francis,ORL,2004,78,38.2,21.3,7.2,17.1,0.5,1.6,6.4,7.8,1.6,4.2,7.0,1.4,0.4,4.1
Carmelo Anthony,DEN,2004,75,34.8,20.8,7.1,16.4,0.6,2.1,6.1,7.6,1.9,3.8,2.6,0.9,0.4,3.0
Rashard Lewis,SEA,2004,71,38.0,20.5,7.5,16.2,2.4,6.1,3.1,4.0,1.5,3.9,1.3,1.1,0.9,1.7
Elton Brand,LAC,2004,81,37.1,20.0,7.8,15.4,0.0,0.0,4.5,6.0,3.7,5.9,2.6,0.8,2.1,2.3
Mike Bibby,SAC,2004,80,38.5,19.6,7.0,15.8,1.6,4.6,4.0,5.2,1.0,3.2,6.8,1.6,0.4,2.5
Shawn Marion,PHX,2004,81,38.9,19.4,7.6,15.9,1.4,4.2,2.8,3.4,2.9,8.4,1.9,2.0,1.5,1.5
Antoine Walker,BOS,2004,77,38.4,19.1,7.5,17.9,1.4,4.4,2.6,4.8,2.4,6.7,3.4,1.2,0.8,3.3
Richard Hamilton,DET,2004,76,38.5,18.7,6.7,15.3,0.5,1.6,4.8,5.6,1.0,2.9,4.9,1.0,0.2,2.9
Jalen Rose,TOR,2004,81,33.5,18.5,6.5,14.3,1.3,3.4,4.1,4.8,0.5,2.9,2.6,0.8,0.1,2.2
Yao Ming,HOU,2004,80,30.6,18.3,6.7,12.2,0.0,0.0,4.9,6.2,2.6,5.8,0.8,0.4,2.0,2.5
Jamal Crawford,NYK,2004,70,38.4,17.7,6.2,15.7,2.6,7.3,2.6,3.1,0.5,2.4,4.3,1.3,0.3,2.1
Desmond Mason,MIL,2004,80,36.2,17.2,6.0,13.5,0.0,0.1,5.3,6.6,1.1,2.8,2.7,0.7,0.3,2.1
Joe Johnson,PHX,2004,82,39.5,17.1,6.6,14.4,2.2,4.5,1.6,2.2,1.5,3.7,3.5,1.0,0.3,1.8
Zydrunas Ilgauskas,CLE,2004,78,33.5,16.9,5.9,12.6,0.0,0.1,5.2,6.4,3.8,4.8,1.3,0.7,2.1,2.4
Chris Bosh,TOR,2004,81,37.2,16.8,5.8,12.4,0.0,0.1,5.1,6.7,2.4,6.5,1.9,0.9,1.4,2.3
Tony Parker,SAS,2004,80,34.2,16.6,6.7,14.0,0.5,2.0,2.6,4.0,0.6,3.1,6.1,1.2,0.1,2.7
